Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
OldTown,7740,RM,2Story,60,4,7,1910,1950,622,741,622,0,1363,1,0,3,1,6,0,1966,2,528,0,0,0,125500
NWAmes,20544,RL,2Story,46,7,6,1986,1991,791,1236,857,0,2093,2,1,3,1,7,1,1986,2,542,364,63,0,215000
CollgCr,12420,RL,2Story,79,7,5,2001,2001,944,944,896,0,1840,2,1,3,1,6,0,2001,2,622,0,45,0,230000
NAmes,9600,RL,1.5Fin,80,6,8,1950,2005,856,1112,556,0,1668,1,1,3,1,6,0,1950,1,271,0,0,0,140000
NAmes,7200,RL,1Story,60,4,5,1949,1950,0,1040,0,0,1040,2,0,2,2,6,0,1956,2,420,0,0,0,90000
SawyerW,10994,RL,1Story,88,8,5,2005,2006,1844,1844,0,0,1844,2,0,2,1,7,1,2005,2,620,165,44,0,257000
BrkSide,13053,RL,1.5Fin,64,6,7,1923,2000,833,1053,795,0,1848,1,1,4,1,8,1,1922,2,370,0,0,0,207000
Blmngtn,3635,RL,1Story,51,7,5,2007,2007,1386,1569,0,0,1569,2,0,1,1,7,1,2007,3,660,143,20,0,175900
OldTown,11340,RM,2Story,60,4,6,1885,1950,777,1246,1044,0,2290,2,0,4,2,11,0,1971,2,560,0,0,114,122500
NoRidge,16545,RL,2Story,NA,8,5,1998,1998,1284,1310,1140,0,2450,2,1,3,1,7,1,1998,3,1069,0,126,0,340000
NAmes,9204,RL,1Story,71,5,5,1963,1963,1144,1144,0,0,1144,1,1,3,1,6,0,1962,1,336,0,88,0,124000
Crawfor,16381,RL,1Story,NA,6,5,1969,1969,1844,1844,0,0,1844,2,0,3,1,7,1,1969,2,540,0,73,216,223000
NWAmes,11700,RL,2Story,90,6,6,1968,1968,708,708,708,0,1416,2,1,3,1,7,1,1968,2,776,0,169,0,179900
NPkVill,4043,RL,1Story,53,6,5,1977,1977,1069,1069,0,0,1069,2,0,2,1,4,1,1977,2,440,0,55,0,127500
CollgCr,4435,RM,1Story,37,6,5,2003,2003,848,848,0,0,848,1,0,1,1,3,0,2003,2,420,140,0,0,136500
Edwards,19690,RL,SLvl,NA,6,7,1966,1966,697,1575,626,0,2201,2,0,4,1,8,1,1966,2,432,586,236,0,274970
NAmes,9503,RL,1Story,NA,5,5,1958,1983,1024,1344,0,0,1344,1,0,2,1,6,1,1970,1,484,316,28,0,144000
NAmes,10721,RL,1Story,80,6,6,1959,1959,1252,1252,0,0,1252,1,0,3,1,7,0,1960,2,528,0,39,0,142000
NoRidge,10944,RL,2Story,81,7,5,1994,1994,1223,1223,904,0,2127,2,1,3,1,5,2,1994,2,525,171,132,0,271000
NAmes,10930,RL,1.5Fin,60,5,6,1945,1950,913,1048,510,0,1558,1,1,3,1,6,1,1962,1,288,0,0,0,140000
OldTown,7200,RM,1Story,60,5,7,1940,1992,788,804,0,0,804,1,0,2,1,4,2,1940,1,240,0,0,154,119000
NWAmes,12546,RL,1Story,NA,6,7,1981,1981,1440,1440,0,0,1440,2,0,3,1,7,1,1981,2,467,0,0,99,182900
Gilbert,21930,RL,2Story,60,5,5,2005,2005,732,734,1104,0,1838,2,1,4,1,7,1,2005,2,372,100,40,0,192140
NPkVill,4928,RL,1Story,NA,6,6,1976,1976,958,958,0,0,958,2,0,2,1,5,0,1976,2,440,0,60,0,143750
OldTown,10800,RL,1Story,60,4,6,1927,2007,656,968,0,0,968,2,0,4,1,5,0,1928,1,216,0,0,0,64500
Gilbert,10261,RL,2Story,93,6,5,2000,2000,936,962,830,0,1792,2,1,3,1,8,1,2000,2,451,0,0,0,186500
Mitchel,17400,RL,1Story,80,5,5,1977,1977,1126,1126,0,0,1126,2,0,3,1,5,1,1977,2,484,295,41,0,160000
NAmes,8400,RL,1Story,80,6,9,1962,2005,1319,1537,0,0,1537,1,1,3,1,7,1,1962,2,462,0,36,0,174000
NAmes,9000,RL,1Story,60,4,6,1971,1971,864,864,0,0,864,1,0,3,1,5,0,1974,2,528,0,0,0,120500
NridgHt,12444,RL,1Story,96,8,5,2008,2008,1932,1932,0,0,1932,2,0,2,1,7,1,2008,3,774,0,66,0,394617
OldTown,7407,RM,1Story,90,6,7,1957,1996,912,1236,0,0,1236,1,0,2,1,6,0,1957,2,923,0,158,158,149700
NWAmes,11584,RL,SLvl,80,7,6,1979,1979,539,1040,685,0,1725,2,1,3,1,6,1,1979,2,550,0,88,216,197000
Crawfor,11526,RL,2.5Fin,79,6,7,1922,1994,588,1423,748,384,2555,2,0,3,1,11,1,1993,2,672,431,0,0,191000
CollgCr,4426,RM,1Story,NA,6,5,2004,2004,848,848,0,0,848,1,0,1,1,3,1,2004,2,420,149,0,0,149300
Somerst,11003,FV,2Story,85,10,5,2008,2008,1017,1026,981,0,2007,2,1,3,1,10,1,2008,3,812,168,52,0,310000
BrkSide,8854,RL,1.5Unf,NA,6,6,1916,1950,952,952,0,0,952,1,0,2,1,4,1,1916,1,192,0,98,0,121000
CollgCr,8500,RL,1Story,63,7,5,2004,2004,1422,1422,0,0,1422,2,0,3,1,7,0,2004,2,626,192,60,0,179600
Sawyer,8400,RL,SFoyer,70,6,5,1966,1966,814,913,0,0,913,1,0,3,1,6,0,1990,1,240,0,0,252,129000
Mitchel,26142,RL,1Story,NA,5,7,1962,1962,1188,1188,0,0,1188,1,0,3,1,6,0,1962,1,312,261,39,0,157900
CollgCr,10000,RL,2Story,80,8,5,1995,1996,1220,1220,870,0,2090,2,1,3,1,8,1,1995,2,556,0,65,0,240000
Edwards,11767,RL,2Story,70,4,7,1910,2000,560,796,550,0,1346,1,1,2,1,6,0,1950,1,384,168,24,0,112000
MeadowV,1533,RM,SFoyer,21,5,7,1970,1970,630,630,0,0,630,1,0,1,1,3,0,NA,0,0,0,0,0,92000
NAmes,9000,RL,2Story,60,5,5,1974,1974,896,896,896,0,1792,2,2,4,2,8,0,NA,0,0,32,45,0,136000
Somerst,9262,RL,1Story,78,8,5,2008,2009,1573,1578,0,0,1578,2,0,3,1,7,1,2008,3,840,0,36,0,287090
Edwards,3675,RM,SLvl,35,5,5,2005,2005,547,1072,0,0,1072,1,0,2,1,5,0,2005,2,525,0,28,0,145000
Mitchel,17217,RL,1Story,90,5,5,2006,2006,1140,1140,0,0,1140,1,0,3,1,6,0,NA,0,0,36,56,0,84500
Somerst,7500,FV,1Story,62,7,5,2004,2005,1221,1221,0,0,1221,2,0,2,1,6,0,2004,2,400,0,113,0,185000
Gilbert,7917,RL,2Story,62,6,5,1999,2000,953,953,694,0,1647,2,1,3,1,7,1,1999,2,460,0,40,0,175000
NWAmes,13175,RL,1Story,85,6,6,1978,1988,1542,2073,0,0,2073,2,0,3,1,7,2,1978,2,500,349,0,0,210000
Crawfor,9042,RL,2Story,66,7,9,1941,2006,1152,1188,1152,0,2340,2,0,4,1,9,2,1941,1,252,0,60,0,266500
NAmes,9717,RL,1Story,68,5,6,1950,1996,1078,1078,0,0,1078,1,0,2,1,5,0,1950,1,240,366,0,112,142125
Edwards,9937,RL,1Story,75,5,6,1965,1965,1256,1256,0,0,1256,1,1,3,1,6,0,1965,1,276,736,68,0,147500
